Country,Country Code,Year,Mental disorders,% Eating disorders,% Anxiety disorders,% Drug disorders,% Depressive disorders,%HappyPeople,Annual working hours per worker,GDP,Depressive disorders,Physical Activity,Drug use,Smoking,Life satisfaction,% people who are happy_y,Population,Productivity per hour worked,Region 1,Region 2,Continent,Paid work,Education,Care for household members ,Housework,Shopping,Other unpaid work & volunteering,Sleep,Eating and drinking,Personal care,Sports,Attending events,Seeing friends,TV and Radio,Other leisure activities
Bahamas,BHS,1952,,,,,,,,,,,,,,,84605.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1951,,,,,,,,,,,,,,,82915.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1950,,,,,,,,,,,,,,,81651.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1949,,,,,,,,,,,,,,,77491.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1948,,,,,,,,,,,,,,,76627.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1947,,,,,,,,,,,,,,,76462.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1946,,,,,,,,,,,,,,,76298.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1945,,,,,,,,,,,,,,,76135.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1944,,,,,,,,,,,,,,,75971.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1943,,,,,,,,,,,,,,,75808.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1942,,,,,,,,,,,,,,,75646.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1941,,,,,,,,,,,,,,,75307.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1940,,,,,,,,,,,,,,,74794.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1939,,,,,,,,,,,,,,,74111.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1938,,,,,,,,,,,,,,,73259.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1937,,,,,,,,,,,,,,,72242.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1936,,,,,,,,,,,,,,,71240.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1935,,,,,,,,,,,,,,,70251.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1934,,,,,,,,,,,,,,,69276.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1933,,,,,,,,,,,,,,,68315.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1932,,,,,,,,,,,,,,,67366.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1931,,,,,,,,,,,,,,,66452.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1930,,,,,,,,,,,,,,,65570.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1929,,,,,,,,,,,,,,,64720.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1928,,,,,,,,,,,,,,,63901.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1927,,,,,,,,,,,,,,,63114.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1926,,,,,,,,,,,,,,,62336.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1925,,,,,,,,,,,,,,,61567.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1924,,,,,,,,,,,,,,,60808.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1923,,,,,,,,,,,,,,,60058.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1922,,,,,,,,,,,,,,,59318.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1921,,,,,,,,,,,,,,,58793.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1920,,,,,,,,,,,,,,,58482.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1919,,,,,,,,,,,,,,,58385.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1918,,,,,,,,,,,,,,,58498.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1917,,,,,,,,,,,,,,,58821.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1916,,,,,,,,,,,,,,,59071.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1915,,,,,,,,,,,,,,,59323.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1914,,,,,,,,,,,,,,,59576.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1913,,,,,,,,,,,,,,,59829.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1912,,,,,,,,,,,,,,,60084.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1911,,,,,,,,,,,,,,,60228.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1909,,,,,,,,,,,,,,,60188.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1908,,,,,,,,,,,,,,,60004.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1907,,,,,,,,,,,,,,,59710.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1906,,,,,,,,,,,,,,,59418.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1905,,,,,,,,,,,,,,,59127.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1904,,,,,,,,,,,,,,,58838.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1903,,,,,,,,,,,,,,,58549.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1902,,,,,,,,,,,,,,,58262.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1901,,,,,,,,,,,,,,,57883.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahamas,BHS,1900,,,,,,,,,,,,,,,57414.0,,Caribbean,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bahrain,BHR,2020,,,,,,,,,,,,,0.0664690017700195,,1477478.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1969,,,,,,,,,,,,,,,216707.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1968,,,,,,,,,,,,,,,210815.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1967,,,,,,,,,,,,,,,204934.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1966,,,,,,,,,,,,,,,199029.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1965,,,,,,,,,,,,,,,193024.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1964,,,,,,,,,,,,,,,186604.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1963,,,,,,,,,,,,,,,179903.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1962,,,,,,,,,,,,,,,173370.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1961,,,,,,,,,,,,,,,166981.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1960,,,,,,,,,,,,,,,160702.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1959,,,,,,,,,,,,,,,154698.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1958,,,,,,,,,,,,,,,149092.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1957,,,,,,,,,,,,,,,143914.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1956,,,,,,,,,,,,,,,139184.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1955,,,,,,,,,,,,,,,134883.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1954,,,,,,,,,,,,,,,130908.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1953,,,,,,,,,,,,,,,127198.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1952,,,,,,,,,,,,,,,123695.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1951,,,,,,,,,,,,,,,120371.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1950,,,,,,,,,,,,,,,117160.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1949,,,,,,,,,,,,,,,114463.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1948,,,,,,,,,,,,,,,114150.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1947,,,,,,,,,,,,,,,114653.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1946,,,,,,,,,,,,,,,115158.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1945,,,,,,,,,,,,,,,115666.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1944,,,,,,,,,,,,,,,116175.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1943,,,,,,,,,,,,,,,116687.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1942,,,,,,,,,,,,,,,117201.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1941,,,,,,,,,,,,,,,117613.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1940,,,,,,,,,,,,,,,117923.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1939,,,,,,,,,,,,,,,118130.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1938,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1937,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1936,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1935,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1934,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1933,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1932,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1931,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1930,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1929,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1928,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1927,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1926,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1925,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1924,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1923,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1922,,,,,,,,,,,,,,,118233.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1921,,,,,,,,,,,,,,,117347.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1920,,,,,,,,,,,,,,,115606.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1919,,,,,,,,,,,,,,,113045.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1918,,,,,,,,,,,,,,,109692.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1917,,,,,,,,,,,,,,,105579.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1916,,,,,,,,,,,,,,,101642.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1915,,,,,,,,,,,,,,,97852.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1914,,,,,,,,,,,,,,,94204.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1913,,,,,,,,,,,,,,,90691.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1912,,,,,,,,,,,,,,,87310.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1911,,,,,,,,,,,,,,,84564.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1909,,,,,,,,,,,,,,,80875.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1908,,,,,,,,,,,,,,,79881.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1907,,,,,,,,,,,,,,,79423.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1906,,,,,,,,,,,,,,,78967.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1905,,,,,,,,,,,,,,,78514.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1904,,,,,,,,,,,,,,,78064.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1903,,,,,,,,,,,,,,,77616.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1902,,,,,,,,,,,,,,,77171.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1901,,,,,,,,,,,,,,,76728.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Bahrain,BHR,1900,,,,,,,,,,,,,,,76288.0,,Western Asia,,Asia,,,,,,,,,,,,,,
Belize,BLZ,2020,,,,,,,,,,,,,,,394931.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1969,,,,,,,,,,,,,,,118164.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1968,,,,,,,,,,,,,,,114843.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1967,,,,,,,,,,,,,,,111423.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1966,,,,,,,,,,,,,,,108075.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1965,,,,,,,,,,,,,,,104853.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1964,,,,,,,,,,,,,,,101790.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1963,,,,,,,,,,,,,,,98877.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1962,,,,,,,,,,,,,,,96200.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1961,,,,,,,,,,,,,,,93774.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1960,,,,,,,,,,,,,,,91420.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1959,,,,,,,,,,,,,,,89078.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1958,,,,,,,,,,,,,,,86758.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1957,,,,,,,,,,,,,,,84469.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1956,,,,,,,,,,,,,,,82214.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1955,,,,,,,,,,,,,,,80005.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1954,,,,,,,,,,,,,,,77822.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1953,,,,,,,,,,,,,,,75659.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1952,,,,,,,,,,,,,,,73480.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1951,,,,,,,,,,,,,,,71238.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1950,,,,,,,,,,,,,,,69134.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1949,,,,,,,,,,,,,,,67540.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1948,,,,,,,,,,,,,,,66498.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1947,,,,,,,,,,,,,,,65777.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1946,,,,,,,,,,,,,,,65064.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1945,,,,,,,,,,,,,,,64358.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1944,,,,,,,,,,,,,,,63660.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1943,,,,,,,,,,,,,,,62970.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1942,,,,,,,,,,,,,,,62287.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1941,,,,,,,,,,,,,,,61567.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1940,,,,,,,,,,,,,,,60812.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1939,,,,,,,,,,,,,,,60022.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1938,,,,,,,,,,,,,,,59199.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1937,,,,,,,,,,,,,,,58342.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1936,,,,,,,,,,,,,,,57498.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1935,,,,,,,,,,,,,,,56667.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1934,,,,,,,,,,,,,,,55847.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1933,,,,,,,,,,,,,,,55039.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1932,,,,,,,,,,,,,,,54243.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1931,,,,,,,,,,,,,,,53479.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1930,,,,,,,,,,,,,,,52748.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1929,,,,,,,,,,,,,,,52049.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1928,,,,,,,,,,,,,,,51380.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1927,,,,,,,,,,,,,,,50740.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1926,,,,,,,,,,,,,,,50109.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1925,,,,,,,,,,,,,,,49486.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1924,,,,,,,,,,,,,,,48871.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1923,,,,,,,,,,,,,,,48263.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1922,,,,,,,,,,,,,,,47662.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1921,,,,,,,,,,,,,,,47076.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1920,,,,,,,,,,,,,,,46504.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1919,,,,,,,,,,,,,,,45946.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1918,,,,,,,,,,,,,,,45401.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1917,,,,,,,,,,,,,,,44869.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1916,,,,,,,,,,,,,,,44323.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1915,,,,,,,,,,,,,,,43783.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1914,,,,,,,,,,,,,,,43250.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1913,,,,,,,,,,,,,,,42723.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1912,,,,,,,,,,,,,,,42203.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1911,,,,,,,,,,,,,,,41721.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1909,,,,,,,,,,,,,,,40872.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1908,,,,,,,,,,,,,,,40502.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1907,,,,,,,,,,,,,,,40169.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1906,,,,,,,,,,,,,,,39838.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1905,,,,,,,,,,,,,,,39510.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1904,,,,,,,,,,,,,,,39184.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1903,,,,,,,,,,,,,,,38861.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1902,,,,,,,,,,,,,,,38541.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1901,,,,,,,,,,,,,,,38149.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Belize,BLZ,1900,,,,,,,,,,,,,,,37688.0,,Central America,Latin America and the Caribbean,North America,,,,,,,,,,,,,,
Bhutan,BTN,2020,,,,,,,,,,,,,,,772512.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1969,,,,,,,,,,,,,,,289310.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1968,,,,,,,,,,,,,,,280111.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1967,,,,,,,,,,,,,,,271345.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1966,,,,,,,,,,,,,,,262986.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1965,,,,,,,,,,,,,,,255024.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1964,,,,,,,,,,,,,,,247452.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1963,,,,,,,,,,,,,,,240282.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1962,,,,,,,,,,,,,,,233434.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1961,,,,,,,,,,,,,,,227083.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1960,,,,,,,,,,,,,,,221277.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1959,,,,,,,,,,,,,,,215755.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1958,,,,,,,,,,,,,,,210480.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1957,,,,,,,,,,,,,,,205440.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1956,,,,,,,,,,,,,,,200618.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1955,,,,,,,,,,,,,,,196028.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1954,,,,,,,,,,,,,,,191656.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1953,,,,,,,,,,,,,,,187490.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1952,,,,,,,,,,,,,,,183558.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1951,,,,,,,,,,,,,,,179844.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1950,,,,,,,,,,,,,,,176380.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1949,,,,,,,,,,,,,,,179583.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1948,,,,,,,,,,,,,,,184935.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1947,,,,,,,,,,,,,,,192898.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1946,,,,,,,,,,,,,,,201204.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1945,,,,,,,,,,,,,,,209869.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
Bhutan,BTN,1944,,,,,,,,,,,,,,,218906.0,,Southern Asia,,Asia,,,,,,,,,,,,,,
