Country,Country Code,Year,Mental disorders,% Eating disorders,% Anxiety disorders,% Drug disorders,% Depressive disorders,%HappyPeople,Annual working hours per worker,GDP,Depressive disorders,Physical Activity,Drug use,Smoking,Life satisfaction,% people who are happy_y,Population,Productivity per hour worked,Region 1,Region 2,Continent,Paid work,Education,Care for household members ,Housework,Shopping,Other unpaid work & volunteering,Sleep,Eating and drinking,Personal care,Sports,Attending events,Seeing friends,TV and Radio,Other leisure activities
European Region (WHO),,2002,0.1365,0.0028,0.0451,0.0104,0.0386,,,,0.0386,3026121.68,4753537.97,45738698.22,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2003,0.1364,0.0029,0.0452,0.0105,0.0384,,,,0.0384,3044291.02,4890985.84,45703605.89,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2004,0.1364,0.0029,0.0453,0.0106,0.0383,,,,0.0383,2994089.06,5017181.35,44877072.74,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2005,0.1364,0.0029,0.0454,0.0107,0.0382,,,,0.0382,3018345.99,5342598.54,45205295.57,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2006,0.1364,0.003,0.0457,0.0107,0.0381,,,,0.0381,2970239.84,5338150.57,43497315.13,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2007,0.1366,0.003,0.046,0.0107,0.038,,,,0.038,2971267.8,5370831.82,42838163.3,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2008,0.1368,0.003,0.0464,0.0106,0.038,,,,0.038,2996990.07,5420349.51,42776127.09,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2009,0.137,0.0031,0.0467,0.0106,0.038,,,,0.038,2988036.35,5282864.96,41774603.5,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2010,0.1371,0.0031,0.0469,0.0106,0.038,,,,0.038,2995144.81,5257409.92,41624389.32,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2011,0.1371,0.0031,0.047,0.0106,0.038,,,,0.038,2949567.02,5172234.45,40685140.88,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2012,0.1372,0.0031,0.0471,0.0105,0.038,,,,0.038,2917090.16,5114015.43,40308749.66,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2013,0.1373,0.0032,0.0472,0.0105,0.038,,,,0.038,2877159.02,5022268.43,39933042.82,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2014,0.1374,0.0032,0.0473,0.0104,0.038,,,,0.038,2854175.79,5081237.23,39814918.3,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2015,0.1374,0.0032,0.0474,0.0104,0.038,,,,0.038,2904336.26,5135770.21,40573062.55,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2016,0.1372,0.0032,0.0473,0.0104,0.0379,,,,0.0379,2993285.18,5101598.38,40147148.4,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2017,0.137,0.0033,0.0472,0.0103,0.0379,,,,0.0379,3156766.71,4953400.56,39667811.35,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2018,0.1368,0.0033,0.0471,0.0103,0.0379,,,,0.0379,3234190.12,4920369.12,39787885.35,,,,,,,,,,,,,,,,,,,,,
European Region (WHO),,2019,0.1366,0.0033,0.0469,0.0102,0.0379,,,,0.0379,3311613.1,4899926.61,39954286.52,,,,,,,,,,,,,,,,,,,,,
G20,,1990,0.1302,0.0017,0.0392,0.0081,0.0346,,,,0.0346,6418066.93,13656235.56,127846352.34,,,,,,,,,,,,,,,,,,,,,
G20,,1991,0.1309,0.0017,0.0391,0.0081,0.0351,,,,0.0351,6476098.67,14385866.85,129585441.25,,,,,,,,,,,,,,,,,,,,,
G20,,1992,0.1314,0.0017,0.0391,0.0082,0.0355,,,,0.0355,6583876.96,15073832.73,131688779.69,,,,,,,,,,,,,,,,,,,,,
G20,,1993,0.1319,0.0017,0.039,0.0082,0.0359,,,,0.0359,6784801.83,15795691.76,134930570.39,,,,,,,,,,,,,,,,,,,,,
G20,,1994,0.1322,0.0017,0.039,0.0082,0.0362,,,,0.0362,6907906.01,16522246.67,136864170.49,,,,,,,,,,,,,,,,,,,,,
G20,,1995,0.1323,0.0017,0.0389,0.0083,0.0363,,,,0.0363,6980314.83,17005700.85,137083414.14,,,,,,,,,,,,,,,,,,,,,
G20,,1996,0.1324,0.0017,0.039,0.0083,0.0363,,,,0.0363,7037987.41,17184916.94,137137386.9,,,,,,,,,,,,,,,,,,,,,
G20,,1997,0.1326,0.0017,0.0393,0.0082,0.0362,,,,0.0362,7128227.64,17236583.49,137923284.26,,,,,,,,,,,,,,,,,,,,,
G20,,1998,0.1328,0.0017,0.0396,0.0082,0.0361,,,,0.0361,7235843.02,17517512.95,138567818.97,,,,,,,,,,,,,,,,,,,,,
G20,,1999,0.1329,0.0017,0.04,0.0082,0.0359,,,,0.0359,7377947.48,17965839.94,140090778.59,,,,,,,,,,,,,,,,,,,,,
G20,,2000,0.1329,0.0017,0.0401,0.0082,0.0359,,,,0.0359,7503227.22,18360144.35,141943128.19,,,,,,,,,,,,,,,,,,,,,
G20,,2001,0.1329,0.0017,0.0401,0.0082,0.0359,,,,0.0359,7630332.22,18533683.0,142918038.41,,,,,,,,,,,,,,,,,,,,,
G20,,2002,0.1328,0.0017,0.0398,0.0083,0.036,,,,0.036,7787848.41,18778851.53,144397081.99,,,,,,,,,,,,,,,,,,,,,
G20,,2003,0.1327,0.0018,0.0396,0.0084,0.0361,,,,0.0361,7908077.54,19064563.18,145268998.87,,,,,,,,,,,,,,,,,,,,,
G20,,2004,0.1326,0.0018,0.0393,0.0085,0.0362,,,,0.0362,7929487.93,19400094.71,144669578.24,,,,,,,,,,,,,,,,,,,,,
G20,,2005,0.1325,0.0018,0.0391,0.0085,0.0363,,,,0.0363,8099940.42,19929382.47,145554765.76,,,,,,,,,,,,,,,,,,,,,
G20,,2006,0.1323,0.0018,0.0391,0.0085,0.036,,,,0.036,8208346.11,20013434.82,143754702.62,,,,,,,,,,,,,,,,,,,,,
G20,,2007,0.132,0.0018,0.0393,0.0084,0.0354,,,,0.0354,8377441.62,19989525.96,143509969.79,,,,,,,,,,,,,,,,,,,,,
G20,,2008,0.1316,0.0018,0.0395,0.0083,0.0347,,,,0.0347,8628285.14,20017479.47,144801642.42,,,,,,,,,,,,,,,,,,,,,
G20,,2009,0.1312,0.0019,0.0397,0.0083,0.0342,,,,0.0342,8815173.15,19842720.21,144697070.09,,,,,,,,,,,,,,,,,,,,,
G20,,2010,0.131,0.0019,0.0398,0.0083,0.0339,,,,0.0339,9036513.62,19882571.17,145639565.8,,,,,,,,,,,,,,,,,,,,,
G20,,2011,0.1308,0.0019,0.0396,0.0083,0.0339,,,,0.0339,9219796.3,19989673.48,145922648.11,,,,,,,,,,,,,,,,,,,,,
G20,,2012,0.1305,0.0019,0.0392,0.0083,0.0339,,,,0.0339,9356276.45,20032131.97,146546417.28,,,,,,,,,,,,,,,,,,,,,
G20,,2013,0.1302,0.0019,0.0389,0.0084,0.034,,,,0.034,9520880.25,20286021.31,146602745.78,,,,,,,,,,,,,,,,,,,,,
G20,,2014,0.1299,0.0019,0.0386,0.0084,0.034,,,,0.034,9682459.0,20649681.07,146771539.27,,,,,,,,,,,,,,,,,,,,,
G20,,2015,0.1298,0.002,0.0385,0.0085,0.0341,,,,0.0341,9906994.91,21182739.63,147810936.71,,,,,,,,,,,,,,,,,,,,,
G20,,2016,0.13,0.002,0.0386,0.0087,0.0341,,,,0.0341,10262312.0,21956808.02,148973263.22,,,,,,,,,,,,,,,,,,,,,
G20,,2017,0.1301,0.002,0.0388,0.009,0.0341,,,,0.0341,10689900.13,22427726.44,149426440.36,,,,,,,,,,,,,,,,,,,,,
G20,,2018,0.13,0.002,0.0389,0.009,0.0341,,,,0.0341,10758566.28,22760963.38,151037772.47,,,,,,,,,,,,,,,,,,,,,
G20,,2019,0.1298,0.002,0.0388,0.009,0.0341,,,,0.0341,10741125.29,23142963.68,153190908.48,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1990,0.138,0.0022,0.0495,0.0077,0.0354,,,,0.0354,858139.07,904470.56,9074668.46,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1991,0.138,0.0022,0.0497,0.0077,0.0354,,,,0.0354,854634.18,951855.02,9041908.04,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1992,0.1381,0.0022,0.0499,0.0078,0.0354,,,,0.0354,871657.03,1004302.17,9153647.93,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1993,0.1382,0.0022,0.0501,0.0079,0.0354,,,,0.0354,903388.33,1066684.57,9327933.08,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1994,0.1384,0.0022,0.0502,0.0079,0.0355,,,,0.0355,918582.82,1130300.22,9362027.23,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1995,0.1385,0.0022,0.0504,0.0079,0.0356,,,,0.0356,935882.75,1185433.19,9413044.24,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1996,0.1392,0.0023,0.051,0.008,0.0358,,,,0.0358,955154.94,1204601.69,9491931.79,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1997,0.1407,0.0023,0.0523,0.008,0.0362,,,,0.0362,965946.71,1184667.3,9460730.99,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1998,0.1426,0.0023,0.054,0.008,0.0368,,,,0.0368,993528.51,1183873.34,9560381.5,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,1999,0.1444,0.0023,0.0557,0.008,0.0373,,,,0.0373,1016632.03,1189657.4,9591632.16,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2000,0.1457,0.0023,0.0571,0.008,0.0375,,,,0.0375,1033632.87,1207057.7,9528908.58,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2001,0.1468,0.0023,0.0582,0.008,0.0376,,,,0.0376,1058049.74,1228284.54,9559050.89,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2002,0.1479,0.0023,0.0595,0.008,0.0377,,,,0.0377,1091518.8,1250956.87,9648823.27,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2003,0.149,0.0023,0.0607,0.008,0.0378,,,,0.0378,1131639.75,1277324.83,9712879.69,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2004,0.1499,0.0023,0.0616,0.008,0.0379,,,,0.0379,1168786.51,1290255.28,9717426.65,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2005,0.1503,0.0023,0.0621,0.008,0.0379,,,,0.0379,1190975.5,1310081.3,9661137.98,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2006,0.15,0.0023,0.062,0.0081,0.0377,,,,0.0377,1218784.23,1333155.85,9700343.56,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2007,0.1493,0.0024,0.0618,0.0081,0.0372,,,,0.0372,1250848.39,1370752.57,9759187.55,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2008,0.1485,0.0024,0.0614,0.0082,0.0365,,,,0.0365,1292067.43,1413485.96,9844137.49,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2009,0.1477,0.0024,0.0611,0.0083,0.0359,,,,0.0359,1335581.87,1454238.52,9951687.61,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2010,0.1474,0.0024,0.0609,0.0083,0.0356,,,,0.0356,1368434.04,1484534.92,9935776.79,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2011,0.147,0.0024,0.0605,0.0083,0.0355,,,,0.0355,1403109.49,1511398.93,9926197.61,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2012,0.1461,0.0025,0.0595,0.0083,0.0355,,,,0.0355,1434066.07,1536393.86,9928351.23,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2013,0.1452,0.0025,0.0582,0.0083,0.0354,,,,0.0354,1482465.07,1569264.89,9986827.87,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2014,0.1444,0.0025,0.0572,0.0083,0.0354,,,,0.0354,1525136.78,1591283.04,9965588.34,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2015,0.1441,0.0025,0.0568,0.0083,0.0354,,,,0.0354,1573027.88,1617013.48,10036788.39,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2016,0.1444,0.0025,0.0571,0.0084,0.0353,,,,0.0353,1641232.36,1655509.8,10201680.92,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2017,0.1447,0.0025,0.0575,0.0085,0.0353,,,,0.0353,1690947.99,1689722.49,10212846.91,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2018,0.1447,0.0026,0.0576,0.0084,0.0353,,,,0.0353,1733403.3,1703747.52,10236521.82,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (WB),,2019,0.1447,0.0026,0.0576,0.0083,0.0353,,,,0.0353,1777610.2,1707394.39,10314038.59,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1990,0.1602,0.0019,0.0537,0.004,0.0454,,,,0.0454,822618.01,407613.99,4278691.56,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1991,0.16,0.0019,0.0536,0.004,0.0453,,,,0.0453,840989.49,423996.67,4389421.15,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1992,0.1598,0.0019,0.0536,0.004,0.0453,,,,0.0453,863022.84,440967.86,4492441.28,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1993,0.1597,0.0019,0.0536,0.004,0.0452,,,,0.0452,892682.61,461877.33,4616729.41,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1994,0.1596,0.0019,0.0536,0.0041,0.0452,,,,0.0452,920997.62,484654.42,4724445.85,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1995,0.1594,0.0019,0.0536,0.0041,0.0452,,,,0.0452,943820.95,509370.92,4804411.83,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1996,0.1592,0.0019,0.0535,0.0041,0.0451,,,,0.0451,971914.31,537504.61,4876108.18,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1997,0.1588,0.0019,0.0532,0.0042,0.045,,,,0.045,1006000.6,569022.72,4977461.98,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1998,0.1584,0.002,0.0529,0.0043,0.0448,,,,0.0448,1034798.9,602724.59,5042534.58,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,1999,0.158,0.002,0.0527,0.0043,0.0447,,,,0.0447,1063327.45,638053.11,5123043.63,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2000,0.1578,0.002,0.0526,0.0044,0.0446,,,,0.0446,1077199.6,676144.85,5159448.31,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2001,0.1576,0.002,0.0527,0.0044,0.0446,,,,0.0446,1119159.38,716154.16,5281704.11,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2002,0.1574,0.002,0.0527,0.0045,0.0447,,,,0.0447,1164584.53,758194.66,5398608.08,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2003,0.1572,0.002,0.0528,0.0045,0.0447,,,,0.0447,1214405.64,802820.79,5532016.67,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2004,0.157,0.002,0.0529,0.0046,0.0448,,,,0.0448,1252371.96,848763.93,5618045.86,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2005,0.1568,0.0021,0.0529,0.0046,0.0448,,,,0.0448,1288157.5,888391.42,5701621.41,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2006,0.1567,0.0021,0.0532,0.0047,0.0449,,,,0.0449,1327766.79,932612.93,5832352.73,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2007,0.1568,0.0021,0.0537,0.0047,0.045,,,,0.045,1364744.37,987717.65,5941564.18,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2008,0.157,0.0022,0.0544,0.0048,0.0451,,,,0.0451,1414231.32,1041091.48,6099390.53,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2009,0.1572,0.0022,0.0549,0.0049,0.0452,,,,0.0452,1463505.82,1082627.43,6250396.22,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2010,0.1572,0.0022,0.0552,0.0049,0.0452,,,,0.0452,1509433.29,1112147.12,6369838.62,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2011,0.1572,0.0022,0.0553,0.0049,0.0454,,,,0.0454,1550521.65,1136454.38,6525330.05,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2012,0.1574,0.0022,0.0555,0.0049,0.0456,,,,0.0456,1610416.15,1154547.37,6692300.47,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2013,0.1576,0.0022,0.0556,0.005,0.0459,,,,0.0459,1667581.88,1164449.52,6869707.86,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2014,0.1578,0.0023,0.0558,0.005,0.0462,,,,0.0462,1734592.95,1177598.74,7061799.62,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2015,0.1579,0.0023,0.0559,0.005,0.0463,,,,0.0463,1825991.25,1187032.98,7347921.06,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2016,0.1574,0.0023,0.0555,0.005,0.0462,,,,0.0462,1902785.7,1198016.05,7562551.17,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2017,0.157,0.0023,0.0551,0.005,0.0462,,,,0.0462,1980602.52,1213411.37,7781550.79,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2018,0.157,0.0023,0.0551,0.005,0.0461,,,,0.0461,2059413.67,1233363.57,8031612.18,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (WB),,2019,0.157,0.0023,0.0553,0.005,0.0461,,,,0.0461,2150045.91,1251624.4,8281949.08,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1990,0.1547,0.0043,0.0555,0.0226,0.0403,,,,0.0403,822082.83,2167916.18,15192943.51,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1991,0.1565,0.0045,0.0556,0.0229,0.0414,,,,0.0414,837646.86,2280099.0,15070889.92,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1992,0.1583,0.0046,0.0559,0.0232,0.0426,,,,0.0426,856684.66,2396630.89,14935697.73,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1993,0.16,0.0048,0.0561,0.0235,0.0437,,,,0.0437,896198.31,2531108.38,15059724.07,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1994,0.1616,0.0048,0.0564,0.0238,0.0447,,,,0.0447,918398.48,2647268.99,14998381.19,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1995,0.1628,0.0049,0.0567,0.024,0.0456,,,,0.0456,935326.88,2730904.13,15012381.06,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1996,0.1648,0.0049,0.0582,0.0242,0.0463,,,,0.0463,934770.67,2704915.08,14855864.85,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1997,0.1681,0.0049,0.0614,0.0243,0.0469,,,,0.0469,934636.89,2679438.82,14721884.44,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1998,0.1717,0.0049,0.0651,0.0245,0.0474,,,,0.0474,941051.84,2755417.68,14683992.82,,,,,,,,,,,,,,,,,,,,,
North America (WB),,1999,0.1746,0.0049,0.0682,0.0247,0.0478,,,,0.0478,954692.34,2896682.06,14727923.87,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2000,0.1759,0.0049,0.0695,0.025,0.048,,,,0.048,953050.59,3045282.3,14702067.87,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2001,0.1757,0.0049,0.069,0.0255,0.048,,,,0.048,938707.99,3227756.61,14678492.41,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2002,0.1748,0.0049,0.0678,0.0262,0.048,,,,0.048,913406.4,3453709.05,14692516.44,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2003,0.1736,0.0049,0.0663,0.0269,0.0479,,,,0.0479,880361.45,3672320.8,14630238.45,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2004,0.1724,0.0049,0.0647,0.0275,0.0478,,,,0.0478,844714.64,3854784.5,14420035.11,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2005,0.1715,0.005,0.0636,0.028,0.0478,,,,0.0478,840834.15,4054011.0,14442886.38,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2006,0.1712,0.005,0.063,0.0284,0.0479,,,,0.0479,837964.55,4213485.71,14364190.9,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2007,0.1712,0.005,0.0627,0.0288,0.0479,,,,0.0479,841425.26,4333294.41,14284838.65,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2008,0.1713,0.005,0.0626,0.0292,0.0479,,,,0.0479,856474.24,4457198.66,14332005.96,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2009,0.1713,0.005,0.0624,0.0296,0.0479,,,,0.0479,862538.25,4599119.63,14293997.43,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2010,0.1709,0.005,0.0619,0.03,0.0479,,,,0.0479,865997.69,4742048.28,14186977.68,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2011,0.1697,0.0049,0.0607,0.0306,0.0477,,,,0.0477,867343.73,4977662.81,14233850.62,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2012,0.1679,0.0048,0.0591,0.0313,0.0474,,,,0.0474,860357.99,5235581.16,14233639.16,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2013,0.1658,0.0047,0.0573,0.0322,0.047,,,,0.047,851962.78,5554963.14,14263484.67,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2014,0.1641,0.0046,0.0559,0.033,0.0466,,,,0.0466,845473.09,5940104.24,14315777.81,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2015,0.1633,0.0046,0.0553,0.0338,0.0464,,,,0.0464,844511.78,6388235.01,14403287.56,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2016,0.1633,0.0046,0.0552,0.0348,0.0463,,,,0.0463,842083.82,6926213.45,14558561.91,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2017,0.1634,0.0046,0.0553,0.0355,0.0462,,,,0.0462,833014.59,7272404.16,14626476.76,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2018,0.1647,0.0046,0.0569,0.0358,0.0462,,,,0.0462,827543.02,7437065.1,14929242.81,,,,,,,,,,,,,,,,,,,,,
North America (WB),,2019,0.1674,0.0046,0.0603,0.036,0.0463,,,,0.0463,815694.89,7623978.61,15138784.24,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1990,0.1619,0.0037,0.0601,0.0139,0.0466,,,,0.0466,11809.68,4363.18,98184.22,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1991,0.1618,0.0038,0.0601,0.0143,0.0464,,,,0.0464,12123.36,4762.06,95693.3,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1992,0.1618,0.0038,0.0601,0.0148,0.0463,,,,0.0463,12394.13,5086.83,93220.53,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1993,0.1619,0.0038,0.0602,0.0151,0.0463,,,,0.0463,13145.32,5500.07,93917.17,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1994,0.162,0.0039,0.0603,0.0154,0.0463,,,,0.0463,13117.17,5830.51,91064.86,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1995,0.1621,0.0039,0.0605,0.0156,0.0463,,,,0.0463,13198.17,6150.22,90413.96,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1996,0.1642,0.0039,0.0629,0.0157,0.0465,,,,0.0465,12591.0,6279.65,87599.05,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1997,0.169,0.004,0.0685,0.0157,0.0469,,,,0.0469,12194.68,6417.41,86310.22,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1998,0.1747,0.004,0.0751,0.0157,0.0474,,,,0.0474,11869.56,6658.11,85067.04,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,1999,0.1794,0.004,0.0806,0.0157,0.0478,,,,0.0478,11697.35,6930.02,84658.61,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2000,0.1814,0.004,0.083,0.0158,0.048,,,,0.048,11163.21,7069.26,81570.63,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2001,0.1816,0.0041,0.0831,0.016,0.0481,,,,0.0481,10672.7,7302.84,78255.55,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2002,0.1818,0.0041,0.0833,0.0163,0.0481,,,,0.0481,10615.6,7712.64,78424.18,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2003,0.1821,0.0042,0.0834,0.0166,0.0482,,,,0.0482,10322.53,7941.33,76716.45,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2004,0.1823,0.0042,0.0835,0.0169,0.0483,,,,0.0483,10132.68,8308.93,76148.53,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2005,0.1823,0.0043,0.0835,0.0171,0.0483,,,,0.0483,9855.56,8704.33,74586.48,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2006,0.1824,0.0043,0.0836,0.0172,0.0484,,,,0.0484,9751.9,9027.16,74071.9,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2007,0.1825,0.0043,0.0836,0.0172,0.0484,,,,0.0484,9660.7,9316.54,73255.37,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2008,0.1825,0.0044,0.0836,0.0173,0.0484,,,,0.0484,9467.9,9467.09,71788.04,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2009,0.1825,0.0044,0.0836,0.0173,0.0484,,,,0.0484,9226.73,9583.17,70274.0,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2010,0.1825,0.0044,0.0835,0.0173,0.0484,,,,0.0484,9112.78,9749.64,69720.39,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2011,0.1814,0.0044,0.0822,0.0174,0.0484,,,,0.0484,8832.08,9787.28,67498.15,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2012,0.1788,0.0044,0.0792,0.0174,0.0483,,,,0.0483,8822.09,9914.85,67212.36,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2013,0.1756,0.0044,0.0756,0.0174,0.0483,,,,0.0483,8673.51,10009.87,66882.75,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2014,0.1729,0.0044,0.0725,0.0174,0.0481,,,,0.0481,8453.67,10161.72,66259.3,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2015,0.1715,0.0044,0.071,0.0174,0.048,,,,0.048,8466.64,10353.3,67321.36,,,,,,,,,,,,,,,,,,,,,
Northern Ireland,,2016,0.1704,0.0045,0.0707,0.017,0.047,,,,0.047,8173.77,10097.84,68204.45,,,,,,,,,,,,,,,,,,,,,
